image name [15278], angle_normal : tensor([[2.0114]], device='cuda:0'), angle_fog : tensor([[2.8662]], device='cuda:0'), diff: 0.8548
image name [33054], angle_normal : tensor([[0.2479]], device='cuda:0'), angle_fog : tensor([[2.9175]], device='cuda:0'), diff: 2.6696
image name [3744], angle_normal : tensor([[1.2155]], device='cuda:0'), angle_fog : tensor([[2.9158]], device='cuda:0'), diff: 1.7003
image name [3298], angle_normal : tensor([[1.0511]], device='cuda:0'), angle_fog : tensor([[2.9535]], device='cuda:0'), diff: 1.9024
image name [38574], angle_normal : tensor([[0.0555]], device='cuda:0'), angle_fog : tensor([[2.5490]], device='cuda:0'), diff: 2.4935
image name [12220], angle_normal : tensor([[2.4210]], device='cuda:0'), angle_fog : tensor([[2.9725]], device='cuda:0'), diff: 0.5515
image name [20137], angle_normal : tensor([[0.3125]], device='cuda:0'), angle_fog : tensor([[2.3459]], device='cuda:0'), diff: 2.0334
image name [42872], angle_normal : tensor([[-0.6513]], device='cuda:0'), angle_fog : tensor([[0.0116]], device='cuda:0'), diff: 0.6628
image name [37267], angle_normal : tensor([[-0.2106]], device='cuda:0'), angle_fog : tensor([[2.3933]], device='cuda:0'), diff: 2.6039
image name [36024], angle_normal : tensor([[1.0449]], device='cuda:0'), angle_fog : tensor([[0.0898]], device='cuda:0'), diff: 0.9551
image name [38433], angle_normal : tensor([[0.7676]], device='cuda:0'), angle_fog : tensor([[2.0395]], device='cuda:0'), diff: 1.2719
image name [1274], angle_normal : tensor([[-0.1368]], device='cuda:0'), angle_fog : tensor([[1.8754]], device='cuda:0'), diff: 2.0122
image name [40441], angle_normal : tensor([[0.0347]], device='cuda:0'), angle_fog : tensor([[2.8884]], device='cuda:0'), diff: 2.8537
image name [35258], angle_normal : tensor([[-0.2152]], device='cuda:0'), angle_fog : tensor([[2.1626]], device='cuda:0'), diff: 2.3778
image name [18950], angle_normal : tensor([[0.7343]], device='cuda:0'), angle_fog : tensor([[2.9703]], device='cuda:0'), diff: 2.2360
image name [4217], angle_normal : tensor([[-0.5767]], device='cuda:0'), angle_fog : tensor([[0.8480]], device='cuda:0'), diff: 1.4247
image name [17979], angle_normal : tensor([[1.0611]], device='cuda:0'), angle_fog : tensor([[0.0255]], device='cuda:0'), diff: 1.0356
image name [23875], angle_normal : tensor([[1.1678]], device='cuda:0'), angle_fog : tensor([[2.4669]], device='cuda:0'), diff: 1.2991
image name [6819], angle_normal : tensor([[-0.1158]], device='cuda:0'), angle_fog : tensor([[2.5401]], device='cuda:0'), diff: 2.6560
image name [25192], angle_normal : tensor([[1.4418]], device='cuda:0'), angle_fog : tensor([[-0.0870]], device='cuda:0'), diff: 1.5288
image name [23356], angle_normal : tensor([[2.3114]], device='cuda:0'), angle_fog : tensor([[2.9600]], device='cuda:0'), diff: 0.6486
image name [21282], angle_normal : tensor([[0.7753]], device='cuda:0'), angle_fog : tensor([[2.5815]], device='cuda:0'), diff: 1.8062
image name [39049], angle_normal : tensor([[0.0988]], device='cuda:0'), angle_fog : tensor([[0.9403]], device='cuda:0'), diff: 0.8415
image name [10222], angle_normal : tensor([[0.1091]], device='cuda:0'), angle_fog : tensor([[2.6237]], device='cuda:0'), diff: 2.5146
image name [3366], angle_normal : tensor([[1.0322]], device='cuda:0'), angle_fog : tensor([[2.9849]], device='cuda:0'), diff: 1.9528
image name [34815], angle_normal : tensor([[-0.2193]], device='cuda:0'), angle_fog : tensor([[2.9199]], device='cuda:0'), diff: 3.1393
image name [23075], angle_normal : tensor([[2.0327]], device='cuda:0'), angle_fog : tensor([[2.9388]], device='cuda:0'), diff: 0.9062
image name [40355], angle_normal : tensor([[-0.0025]], device='cuda:0'), angle_fog : tensor([[2.9099]], device='cuda:0'), diff: 2.9124
image name [30570], angle_normal : tensor([[-0.5625]], device='cuda:0'), angle_fog : tensor([[3.0297]], device='cuda:0'), diff: 3.5922
image name [4190], angle_normal : tensor([[0.9133]], device='cuda:0'), angle_fog : tensor([[-0.2635]], device='cuda:0'), diff: 1.1768
image name [17740], angle_normal : tensor([[1.3038]], device='cuda:0'), angle_fog : tensor([[0.3536]], device='cuda:0'), diff: 0.9501
image name [13247], angle_normal : tensor([[0.1825]], device='cuda:0'), angle_fog : tensor([[2.8112]], device='cuda:0'), diff: 2.6287
image name [3636], angle_normal : tensor([[1.0743]], device='cuda:0'), angle_fog : tensor([[2.9994]], device='cuda:0'), diff: 1.9251
image name [45334], angle_normal : tensor([[1.6670]], device='cuda:0'), angle_fog : tensor([[3.0402]], device='cuda:0'), diff: 1.3732
image name [25246], angle_normal : tensor([[1.3821]], device='cuda:0'), angle_fog : tensor([[2.8679]], device='cuda:0'), diff: 1.4858
image name [40993], angle_normal : tensor([[1.5755]], device='cuda:0'), angle_fog : tensor([[2.9927]], device='cuda:0'), diff: 1.4172
image name [38541], angle_normal : tensor([[0.0837]], device='cuda:0'), angle_fog : tensor([[2.5197]], device='cuda:0'), diff: 2.4360
image name [2462], angle_normal : tensor([[0.5895]], device='cuda:0'), angle_fog : tensor([[-0.1772]], device='cuda:0'), diff: 0.7666
image name [17784], angle_normal : tensor([[0.7704]], device='cuda:0'), angle_fog : tensor([[-0.0816]], device='cuda:0'), diff: 0.8520
image name [36121], angle_normal : tensor([[0.8621]], device='cuda:0'), angle_fog : tensor([[2.9801]], device='cuda:0'), diff: 2.1180
image name [2611], angle_normal : tensor([[0.7554]], device='cuda:0'), angle_fog : tensor([[-0.2635]], device='cuda:0'), diff: 1.0189
image name [22546], angle_normal : tensor([[0.6723]], device='cuda:0'), angle_fog : tensor([[0.0619]], device='cuda:0'), diff: 0.6104
image name [3434], angle_normal : tensor([[1.0853]], device='cuda:0'), angle_fog : tensor([[2.9882]], device='cuda:0'), diff: 1.9029
image name [6765], angle_normal : tensor([[0.2858]], device='cuda:0'), angle_fog : tensor([[2.5602]], device='cuda:0'), diff: 2.2743
image name [41510], angle_normal : tensor([[-1.1696]], device='cuda:0'), angle_fog : tensor([[2.6043]], device='cuda:0'), diff: 3.7739
image name [32871], angle_normal : tensor([[-0.1135]], device='cuda:0'), angle_fog : tensor([[2.9358]], device='cuda:0'), diff: 3.0493
image name [8439], angle_normal : tensor([[0.9949]], device='cuda:0'), angle_fog : tensor([[1.8667]], device='cuda:0'), diff: 0.8718
image name [5100], angle_normal : tensor([[0.3540]], device='cuda:0'), angle_fog : tensor([[1.4831]], device='cuda:0'), diff: 1.1291
image name [7337], angle_normal : tensor([[0.0216]], device='cuda:0'), angle_fog : tensor([[-1.2225]], device='cuda:0'), diff: 1.2441
image name [33940], angle_normal : tensor([[0.9455]], device='cuda:0'), angle_fog : tensor([[2.8255]], device='cuda:0'), diff: 1.8801
image name [19696], angle_normal : tensor([[2.6939]], device='cuda:0'), angle_fog : tensor([[0.0585]], device='cuda:0'), diff: 2.6354
image name [1098], angle_normal : tensor([[0.9404]], device='cuda:0'), angle_fog : tensor([[-0.5065]], device='cuda:0'), diff: 1.4468
image name [791], angle_normal : tensor([[2.4374]], device='cuda:0'), angle_fog : tensor([[-0.6911]], device='cuda:0'), diff: 3.1285
image name [18907], angle_normal : tensor([[1.9570]], device='cuda:0'), angle_fog : tensor([[2.9922]], device='cuda:0'), diff: 1.0352
image name [41543], angle_normal : tensor([[-0.3059]], device='cuda:0'), angle_fog : tensor([[2.9307]], device='cuda:0'), diff: 3.2365
image name [5360], angle_normal : tensor([[0.9229]], device='cuda:0'), angle_fog : tensor([[0.0872]], device='cuda:0'), diff: 0.8357
image name [12361], angle_normal : tensor([[2.2030]], device='cuda:0'), angle_fog : tensor([[2.8843]], device='cuda:0'), diff: 0.6813
image name [10136], angle_normal : tensor([[0.1658]], device='cuda:0'), angle_fog : tensor([[2.5005]], device='cuda:0'), diff: 2.3348
image name [35052], angle_normal : tensor([[0.8886]], device='cuda:0'), angle_fog : tensor([[0.0690]], device='cuda:0'), diff: 0.8196
image name [30419], angle_normal : tensor([[0.0472]], device='cuda:0'), angle_fog : tensor([[2.9409]], device='cuda:0'), diff: 2.8937
image name [21617], angle_normal : tensor([[0.3804]], device='cuda:0'), angle_fog : tensor([[2.9154]], device='cuda:0'), diff: 2.5351
image name [21369], angle_normal : tensor([[0.6615]], device='cuda:0'), angle_fog : tensor([[2.7703]], device='cuda:0'), diff: 2.1087
image name [45356], angle_normal : tensor([[0.2290]], device='cuda:0'), angle_fog : tensor([[2.2615]], device='cuda:0'), diff: 2.0326
image name [19490], angle_normal : tensor([[1.0680]], device='cuda:0'), angle_fog : tensor([[2.7007]], device='cuda:0'), diff: 1.6328
image name [42007], angle_normal : tensor([[-0.7833]], device='cuda:0'), angle_fog : tensor([[1.6295]], device='cuda:0'), diff: 2.4129
image name [28313], angle_normal : tensor([[1.9297]], device='cuda:0'), angle_fog : tensor([[0.0819]], device='cuda:0'), diff: 1.8478
image name [15407], angle_normal : tensor([[1.4401]], device='cuda:0'), angle_fog : tensor([[2.9831]], device='cuda:0'), diff: 1.5430
image name [40225], angle_normal : tensor([[-0.0031]], device='cuda:0'), angle_fog : tensor([[-0.5133]], device='cuda:0'), diff: 0.5101
image name [36198], angle_normal : tensor([[-1.0534]], device='cuda:0'), angle_fog : tensor([[2.6097]], device='cuda:0'), diff: 3.6631
image name [3771], angle_normal : tensor([[1.0780]], device='cuda:0'), angle_fog : tensor([[2.9718]], device='cuda:0'), diff: 1.8938
image name [41316], angle_normal : tensor([[-0.0844]], device='cuda:0'), angle_fog : tensor([[2.8462]], device='cuda:0'), diff: 2.9306
image name [40766], angle_normal : tensor([[-1.1571]], device='cuda:0'), angle_fog : tensor([[3.0234]], device='cuda:0'), diff: 4.1805
image name [13700], angle_normal : tensor([[0.8073]], device='cuda:0'), angle_fog : tensor([[2.7925]], device='cuda:0'), diff: 1.9852
image name [940], angle_normal : tensor([[1.7399]], device='cuda:0'), angle_fog : tensor([[-0.1379]], device='cuda:0'), diff: 1.8777
image name [43033], angle_normal : tensor([[0.9562]], device='cuda:0'), angle_fog : tensor([[-0.0332]], device='cuda:0'), diff: 0.9893
image name [44157], angle_normal : tensor([[0.9541]], device='cuda:0'), angle_fog : tensor([[3.0072]], device='cuda:0'), diff: 2.0531
image name [18042], angle_normal : tensor([[1.6340]], device='cuda:0'), angle_fog : tensor([[2.4609]], device='cuda:0'), diff: 0.8269
image name [30765], angle_normal : tensor([[0.1592]], device='cuda:0'), angle_fog : tensor([[2.9564]], device='cuda:0'), diff: 2.7973
image name [36262], angle_normal : tensor([[-0.5928]], device='cuda:0'), angle_fog : tensor([[2.8328]], device='cuda:0'), diff: 3.4256
image name [29567], angle_normal : tensor([[-1.4421]], device='cuda:0'), angle_fog : tensor([[2.9667]], device='cuda:0'), diff: 4.4088
image name [10958], angle_normal : tensor([[2.4410]], device='cuda:0'), angle_fog : tensor([[2.9434]], device='cuda:0'), diff: 0.5024
image name [41943], angle_normal : tensor([[-1.0993]], device='cuda:0'), angle_fog : tensor([[-0.5648]], device='cuda:0'), diff: 0.5346
image name [17546], angle_normal : tensor([[2.8365]], device='cuda:0'), angle_fog : tensor([[0.3147]], device='cuda:0'), diff: 2.5218
image name [26218], angle_normal : tensor([[-1.0360]], device='cuda:0'), angle_fog : tensor([[3.0425]], device='cuda:0'), diff: 4.0785
image name [11692], angle_normal : tensor([[0.0454]], device='cuda:0'), angle_fog : tensor([[1.6543]], device='cuda:0'), diff: 1.6089
image name [36208], angle_normal : tensor([[-0.9354]], device='cuda:0'), angle_fog : tensor([[-0.2973]], device='cuda:0'), diff: 0.6382
image name [29826], angle_normal : tensor([[0.0335]], device='cuda:0'), angle_fog : tensor([[2.4936]], device='cuda:0'), diff: 2.4601
image name [19674], angle_normal : tensor([[2.9151]], device='cuda:0'), angle_fog : tensor([[2.2078]], device='cuda:0'), diff: 0.7073
image name [29123], angle_normal : tensor([[0.6883]], device='cuda:0'), angle_fog : tensor([[-0.0101]], device='cuda:0'), diff: 0.6983
image name [38822], angle_normal : tensor([[0.0572]], device='cuda:0'), angle_fog : tensor([[2.5494]], device='cuda:0'), diff: 2.4922
image name [42223], angle_normal : tensor([[0.6368]], device='cuda:0'), angle_fog : tensor([[2.9866]], device='cuda:0'), diff: 2.3498
image name [17384], angle_normal : tensor([[1.1345]], device='cuda:0'), angle_fog : tensor([[0.4091]], device='cuda:0'), diff: 0.7254
image name [14532], angle_normal : tensor([[0.8116]], device='cuda:0'), angle_fog : tensor([[0.0720]], device='cuda:0'), diff: 0.7396
image name [4701], angle_normal : tensor([[0.6118]], device='cuda:0'), angle_fog : tensor([[-0.0745]], device='cuda:0'), diff: 0.6862
image name [5425], angle_normal : tensor([[0.5480]], device='cuda:0'), angle_fog : tensor([[-0.2677]], device='cuda:0'), diff: 0.8157
image name [11119], angle_normal : tensor([[1.9967]], device='cuda:0'), angle_fog : tensor([[2.6839]], device='cuda:0'), diff: 0.6872
image name [18680], angle_normal : tensor([[1.0329]], device='cuda:0'), angle_fog : tensor([[0.0380]], device='cuda:0'), diff: 0.9949
image name [23897], angle_normal : tensor([[2.1982]], device='cuda:0'), angle_fog : tensor([[2.7184]], device='cuda:0'), diff: 0.5202
image name [43044], angle_normal : tensor([[1.1372]], device='cuda:0'), angle_fog : tensor([[0.2263]], device='cuda:0'), diff: 0.9109
image name [40852], angle_normal : tensor([[-1.1359]], device='cuda:0'), angle_fog : tensor([[2.8232]], device='cuda:0'), diff: 3.9592
image name [2907], angle_normal : tensor([[2.1753]], device='cuda:0'), angle_fog : tensor([[-0.6625]], device='cuda:0'), diff: 2.8378
image name [10288], angle_normal : tensor([[0.1950]], device='cuda:0'), angle_fog : tensor([[2.0686]], device='cuda:0'), diff: 1.8736
image name [18604], angle_normal : tensor([[1.8315]], device='cuda:0'), angle_fog : tensor([[1.2637]], device='cuda:0'), diff: 0.5678
image name [41435], angle_normal : tensor([[-0.9065]], device='cuda:0'), angle_fog : tensor([[0.3501]], device='cuda:0'), diff: 1.2566
image name [37894], angle_normal : tensor([[0.6352]], device='cuda:0'), angle_fog : tensor([[0.0125]], device='cuda:0'), diff: 0.6227
image name [35496], angle_normal : tensor([[1.0554]], device='cuda:0'), angle_fog : tensor([[-0.0069]], device='cuda:0'), diff: 1.0623
image name [24803], angle_normal : tensor([[2.3475]], device='cuda:0'), angle_fog : tensor([[2.9031]], device='cuda:0'), diff: 0.5556
image name [19955], angle_normal : tensor([[2.1944]], device='cuda:0'), angle_fog : tensor([[0.1229]], device='cuda:0'), diff: 2.0715
image name [29534], angle_normal : tensor([[-0.0931]], device='cuda:0'), angle_fog : tensor([[3.0077]], device='cuda:0'), diff: 3.1007
image name [19706], angle_normal : tensor([[2.0846]], device='cuda:0'), angle_fog : tensor([[0.0634]], device='cuda:0'), diff: 2.0213
image name [15212], angle_normal : tensor([[0.8164]], device='cuda:0'), angle_fog : tensor([[2.6723]], device='cuda:0'), diff: 1.8559
image name [33638], angle_normal : tensor([[0.5012]], device='cuda:0'), angle_fog : tensor([[-0.1906]], device='cuda:0'), diff: 0.6918
image name [20850], angle_normal : tensor([[2.7605]], device='cuda:0'), angle_fog : tensor([[0.7316]], device='cuda:0'), diff: 2.0290
image name [30332], angle_normal : tensor([[-0.5959]], device='cuda:0'), angle_fog : tensor([[2.7084]], device='cuda:0'), diff: 3.3043
image name [28702], angle_normal : tensor([[2.6335]], device='cuda:0'), angle_fog : tensor([[2.0041]], device='cuda:0'), diff: 0.6294
image name [10374], angle_normal : tensor([[0.1378]], device='cuda:0'), angle_fog : tensor([[2.4503]], device='cuda:0'), diff: 2.3125
image name [24025], angle_normal : tensor([[0.7566]], device='cuda:0'), angle_fog : tensor([[2.4486]], device='cuda:0'), diff: 1.6920
image name [28281], angle_normal : tensor([[0.8172]], device='cuda:0'), angle_fog : tensor([[2.9471]], device='cuda:0'), diff: 2.1299
image name [38671], angle_normal : tensor([[0.0566]], device='cuda:0'), angle_fog : tensor([[2.5042]], device='cuda:0'), diff: 2.4476
image name [16866], angle_normal : tensor([[1.7329]], device='cuda:0'), angle_fog : tensor([[1.1396]], device='cuda:0'), diff: 0.5934
image name [7661], angle_normal : tensor([[2.5956]], device='cuda:0'), angle_fog : tensor([[1.5016]], device='cuda:0'), diff: 1.0940
image name [34329], angle_normal : tensor([[-0.5549]], device='cuda:0'), angle_fog : tensor([[0.1882]], device='cuda:0'), diff: 0.7431
image name [30105], angle_normal : tensor([[1.1207]], device='cuda:0'), angle_fog : tensor([[2.1966]], device='cuda:0'), diff: 1.0759
image name [33357], angle_normal : tensor([[-0.2942]], device='cuda:0'), angle_fog : tensor([[2.8837]], device='cuda:0'), diff: 3.1779
image name [37418], angle_normal : tensor([[-0.9899]], device='cuda:0'), angle_fog : tensor([[2.9940]], device='cuda:0'), diff: 3.9840
image name [31294], angle_normal : tensor([[-0.8120]], device='cuda:0'), angle_fog : tensor([[1.7232]], device='cuda:0'), diff: 2.5352
image name [28324], angle_normal : tensor([[0.6233]], device='cuda:0'), angle_fog : tensor([[1.2779]], device='cuda:0'), diff: 0.6546
image name [41521], angle_normal : tensor([[-0.5782]], device='cuda:0'), angle_fog : tensor([[1.3140]], device='cuda:0'), diff: 1.8922
image name [2772], angle_normal : tensor([[2.0455]], device='cuda:0'), angle_fog : tensor([[0.0332]], device='cuda:0'), diff: 2.0124
image name [8525], angle_normal : tensor([[0.1704]], device='cuda:0'), angle_fog : tensor([[1.0344]], device='cuda:0'), diff: 0.8640
image name [21347], angle_normal : tensor([[0.6474]], device='cuda:0'), angle_fog : tensor([[2.7616]], device='cuda:0'), diff: 2.1143
