image name [1479424215880976321], angle_normal : tensor([[-1.5043]], device='cuda:0'), angle_fog : tensor([[-1.0901]], device='cuda:0'), diff: 0.4143
image name [1479425170266742199], angle_normal : tensor([[-0.6659]], device='cuda:0'), angle_fog : tensor([[-0.0258]], device='cuda:0'), diff: 0.6401
image name [1479425171266815384], angle_normal : tensor([[-0.2946]], device='cuda:0'), angle_fog : tensor([[0.2920]], device='cuda:0'), diff: 0.5866
image name [1479425172266986246], angle_normal : tensor([[0.0600]], device='cuda:0'), angle_fog : tensor([[-0.1460]], device='cuda:0'), diff: 0.2060
image name [1479425173267198236], angle_normal : tensor([[0.0346]], device='cuda:0'), angle_fog : tensor([[-0.0006]], device='cuda:0'), diff: 0.0351
image name [1479425174267404531], angle_normal : tensor([[0.1665]], device='cuda:0'), angle_fog : tensor([[-0.0318]], device='cuda:0'), diff: 0.1982
image name [1479425175267565842], angle_normal : tensor([[0.2467]], device='cuda:0'), angle_fog : tensor([[-1.0834]], device='cuda:0'), diff: 1.3301
image name [1479425176267714196], angle_normal : tensor([[0.1637]], device='cuda:0'), angle_fog : tensor([[-1.0228]], device='cuda:0'), diff: 1.1866
image name [1479425177267857153], angle_normal : tensor([[0.0585]], device='cuda:0'), angle_fog : tensor([[-1.0303]], device='cuda:0'), diff: 1.0887
image name [1479425178268232281], angle_normal : tensor([[0.1322]], device='cuda:0'), angle_fog : tensor([[-0.8928]], device='cuda:0'), diff: 1.0250
image name [1479425179268289460], angle_normal : tensor([[-0.7102]], device='cuda:0'), angle_fog : tensor([[-0.1907]], device='cuda:0'), diff: 0.5195
image name [1479425180268485962], angle_normal : tensor([[-0.4938]], device='cuda:0'), angle_fog : tensor([[-0.4851]], device='cuda:0'), diff: 0.0087
image name [1479425181268642830], angle_normal : tensor([[-0.5503]], device='cuda:0'), angle_fog : tensor([[-0.8278]], device='cuda:0'), diff: 0.2775
image name [1479425182268800172], angle_normal : tensor([[-0.1744]], device='cuda:0'), angle_fog : tensor([[-1.3192]], device='cuda:0'), diff: 1.1449
image name [1479425183268990025], angle_normal : tensor([[0.1775]], device='cuda:0'), angle_fog : tensor([[0.2496]], device='cuda:0'), diff: 0.0722
image name [1479425184269104538], angle_normal : tensor([[-0.5846]], device='cuda:0'), angle_fog : tensor([[0.0050]], device='cuda:0'), diff: 0.5896
image name [1479425185269266336], angle_normal : tensor([[0.0960]], device='cuda:0'), angle_fog : tensor([[-0.9092]], device='cuda:0'), diff: 1.0052
image name [1479425186269463496], angle_normal : tensor([[-0.6622]], device='cuda:0'), angle_fog : tensor([[-0.4130]], device='cuda:0'), diff: 0.2492
image name [1479425187269591077], angle_normal : tensor([[-0.4690]], device='cuda:0'), angle_fog : tensor([[0.2189]], device='cuda:0'), diff: 0.6879
image name [1479425188269858016], angle_normal : tensor([[-0.2978]], device='cuda:0'), angle_fog : tensor([[-0.2050]], device='cuda:0'), diff: 0.0928
image name [1479425189269973258], angle_normal : tensor([[-0.1910]], device='cuda:0'), angle_fog : tensor([[0.1510]], device='cuda:0'), diff: 0.3420
image name [1479425190270233116], angle_normal : tensor([[-0.0948]], device='cuda:0'), angle_fog : tensor([[0.3020]], device='cuda:0'), diff: 0.3968
image name [1479425191270471416], angle_normal : tensor([[-0.2540]], device='cuda:0'), angle_fog : tensor([[-1.4108]], device='cuda:0'), diff: 1.1568
image name [1479425192270957742], angle_normal : tensor([[-0.5285]], device='cuda:0'), angle_fog : tensor([[0.7342]], device='cuda:0'), diff: 1.2628
image name [1479425193270659210], angle_normal : tensor([[0.0580]], device='cuda:0'), angle_fog : tensor([[-0.5781]], device='cuda:0'), diff: 0.6361
image name [1479425194270805462], angle_normal : tensor([[-0.7887]], device='cuda:0'), angle_fog : tensor([[-0.1001]], device='cuda:0'), diff: 0.6887
image name [1479425195271411242], angle_normal : tensor([[-0.4243]], device='cuda:0'), angle_fog : tensor([[0.2589]], device='cuda:0'), diff: 0.6832
image name [1479425196271191031], angle_normal : tensor([[-0.0572]], device='cuda:0'), angle_fog : tensor([[0.1095]], device='cuda:0'), diff: 0.1668
image name [1479425197271328607], angle_normal : tensor([[0.0730]], device='cuda:0'), angle_fog : tensor([[0.0264]], device='cuda:0'), diff: 0.0466
image name [1479425198272089084], angle_normal : tensor([[0.1865]], device='cuda:0'), angle_fog : tensor([[0.1180]], device='cuda:0'), diff: 0.0685
image name [1479425199271695526], angle_normal : tensor([[0.0042]], device='cuda:0'), angle_fog : tensor([[0.1359]], device='cuda:0'), diff: 0.1317
image name [1479425200271881363], angle_normal : tensor([[0.0633]], device='cuda:0'), angle_fog : tensor([[-0.0300]], device='cuda:0'), diff: 0.0933
image name [1479425201272073417], angle_normal : tensor([[-0.1292]], device='cuda:0'), angle_fog : tensor([[-0.0023]], device='cuda:0'), diff: 0.1269
image name [1479425202272188741], angle_normal : tensor([[-0.0752]], device='cuda:0'), angle_fog : tensor([[0.1135]], device='cuda:0'), diff: 0.1887
image name [1479425203272396388], angle_normal : tensor([[-0.0686]], device='cuda:0'), angle_fog : tensor([[0.0419]], device='cuda:0'), diff: 0.1106
image name [1479425204272574509], angle_normal : tensor([[0.1041]], device='cuda:0'), angle_fog : tensor([[0.1105]], device='cuda:0'), diff: 0.0064
image name [1479425205272760083], angle_normal : tensor([[0.2134]], device='cuda:0'), angle_fog : tensor([[-0.0323]], device='cuda:0'), diff: 0.2457
image name [1479425206272973960], angle_normal : tensor([[0.5535]], device='cuda:0'), angle_fog : tensor([[0.6318]], device='cuda:0'), diff: 0.0783
image name [1479425207273063427], angle_normal : tensor([[-0.2593]], device='cuda:0'), angle_fog : tensor([[0.1228]], device='cuda:0'), diff: 0.3821
image name [1479425208273283281], angle_normal : tensor([[-0.4114]], device='cuda:0'), angle_fog : tensor([[0.1431]], device='cuda:0'), diff: 0.5544
image name [1479425209273553493], angle_normal : tensor([[-0.4874]], device='cuda:0'), angle_fog : tensor([[0.3591]], device='cuda:0'), diff: 0.8465
image name [1479425210273655016], angle_normal : tensor([[-0.5779]], device='cuda:0'), angle_fog : tensor([[-0.0103]], device='cuda:0'), diff: 0.5677
image name [1479425211273856990], angle_normal : tensor([[-0.4753]], device='cuda:0'), angle_fog : tensor([[-0.3513]], device='cuda:0'), diff: 0.1240
image name [1479425212273978508], angle_normal : tensor([[-0.0452]], device='cuda:0'), angle_fog : tensor([[0.3498]], device='cuda:0'), diff: 0.3950
image name [1479425213274164670], angle_normal : tensor([[0.0656]], device='cuda:0'), angle_fog : tensor([[-0.0411]], device='cuda:0'), diff: 0.1067
image name [1479425214274300657], angle_normal : tensor([[0.0138]], device='cuda:0'), angle_fog : tensor([[0.1271]], device='cuda:0'), diff: 0.1133
image name [1479425215274502225], angle_normal : tensor([[0.1193]], device='cuda:0'), angle_fog : tensor([[0.4146]], device='cuda:0'), diff: 0.2952
image name [1479425216274687714], angle_normal : tensor([[0.0271]], device='cuda:0'), angle_fog : tensor([[-0.0436]], device='cuda:0'), diff: 0.0707
image name [1479425217274908884], angle_normal : tensor([[-0.0168]], device='cuda:0'), angle_fog : tensor([[-0.0264]], device='cuda:0'), diff: 0.0095
image name [1479425218275072971], angle_normal : tensor([[0.0717]], device='cuda:0'), angle_fog : tensor([[0.0560]], device='cuda:0'), diff: 0.0157
image name [1479425219275320075], angle_normal : tensor([[0.4090]], device='cuda:0'), angle_fog : tensor([[0.6616]], device='cuda:0'), diff: 0.2526
image name [1479425220275470488], angle_normal : tensor([[0.2467]], device='cuda:0'), angle_fog : tensor([[0.2876]], device='cuda:0'), diff: 0.0409
image name [1479425221275503966], angle_normal : tensor([[0.2917]], device='cuda:0'), angle_fog : tensor([[0.3475]], device='cuda:0'), diff: 0.0558
image name [1479425222275696803], angle_normal : tensor([[0.1996]], device='cuda:0'), angle_fog : tensor([[0.1902]], device='cuda:0'), diff: 0.0094
image name [1479425223275946970], angle_normal : tensor([[0.2383]], device='cuda:0'), angle_fog : tensor([[0.3080]], device='cuda:0'), diff: 0.0697
image name [1479425224276075654], angle_normal : tensor([[0.2623]], device='cuda:0'), angle_fog : tensor([[0.2668]], device='cuda:0'), diff: 0.0045
image name [1479425225276285227], angle_normal : tensor([[0.2847]], device='cuda:0'), angle_fog : tensor([[0.2788]], device='cuda:0'), diff: 0.0058
image name [1479425226276409870], angle_normal : tensor([[0.2940]], device='cuda:0'), angle_fog : tensor([[0.3562]], device='cuda:0'), diff: 0.0621
image name [1479425227276589780], angle_normal : tensor([[0.2234]], device='cuda:0'), angle_fog : tensor([[0.1856]], device='cuda:0'), diff: 0.0378
image name [1479425228276737064], angle_normal : tensor([[0.1160]], device='cuda:0'), angle_fog : tensor([[0.2934]], device='cuda:0'), diff: 0.1775
Mean:  0.42175203122743926
std:  0.5387814670332494
