image name [10006_resized], angle_normal : tensor([[-0.1428]], device='cuda:0'), angle_fog : tensor([[-0.7737]], device='cuda:0'), diff: 0.6309
image name [16011_resized], angle_normal : tensor([[-0.1735]], device='cuda:0'), angle_fog : tensor([[-0.0898]], device='cuda:0'), diff: 0.0837
image name [16022_resized], angle_normal : tensor([[-0.1525]], device='cuda:0'), angle_fog : tensor([[0.2466]], device='cuda:0'), diff: 0.3991
image name [16033_resized], angle_normal : tensor([[-0.0184]], device='cuda:0'), angle_fog : tensor([[0.7644]], device='cuda:0'), diff: 0.7828
image name [16044_resized], angle_normal : tensor([[0.0425]], device='cuda:0'), angle_fog : tensor([[0.8388]], device='cuda:0'), diff: 0.7962
image name [16055_resized], angle_normal : tensor([[0.0350]], device='cuda:0'), angle_fog : tensor([[0.7521]], device='cuda:0'), diff: 0.7171
image name [16066_resized], angle_normal : tensor([[-0.0190]], device='cuda:0'), angle_fog : tensor([[0.7299]], device='cuda:0'), diff: 0.7490
image name [16077_resized], angle_normal : tensor([[0.0394]], device='cuda:0'), angle_fog : tensor([[0.5512]], device='cuda:0'), diff: 0.5118
image name [16088_resized], angle_normal : tensor([[0.0276]], device='cuda:0'), angle_fog : tensor([[-0.2566]], device='cuda:0'), diff: 0.2842
image name [16099_resized], angle_normal : tensor([[0.0931]], device='cuda:0'), angle_fog : tensor([[-0.2034]], device='cuda:0'), diff: 0.2965
image name [16109_resized], angle_normal : tensor([[0.1431]], device='cuda:0'), angle_fog : tensor([[-0.2857]], device='cuda:0'), diff: 0.4288
image name [1612_resized], angle_normal : tensor([[-0.0191]], device='cuda:0'), angle_fog : tensor([[-0.0459]], device='cuda:0'), diff: 0.0268
image name [16130_resized], angle_normal : tensor([[0.1958]], device='cuda:0'), angle_fog : tensor([[-0.2729]], device='cuda:0'), diff: 0.4688
image name [16141_resized], angle_normal : tensor([[0.1510]], device='cuda:0'), angle_fog : tensor([[-0.2204]], device='cuda:0'), diff: 0.3714
image name [16152_resized], angle_normal : tensor([[0.1599]], device='cuda:0'), angle_fog : tensor([[-0.2290]], device='cuda:0'), diff: 0.3889
image name [16163_resized], angle_normal : tensor([[0.1271]], device='cuda:0'), angle_fog : tensor([[-0.2358]], device='cuda:0'), diff: 0.3629
image name [16174_resized], angle_normal : tensor([[0.1536]], device='cuda:0'), angle_fog : tensor([[-0.2217]], device='cuda:0'), diff: 0.3753
image name [16185_resized], angle_normal : tensor([[0.1596]], device='cuda:0'), angle_fog : tensor([[-0.1762]], device='cuda:0'), diff: 0.3359
image name [16196_resized], angle_normal : tensor([[0.1385]], device='cuda:0'), angle_fog : tensor([[-0.2150]], device='cuda:0'), diff: 0.3535
image name [16206_resized], angle_normal : tensor([[0.1742]], device='cuda:0'), angle_fog : tensor([[-0.2155]], device='cuda:0'), diff: 0.3896
image name [16217_resized], angle_normal : tensor([[0.1114]], device='cuda:0'), angle_fog : tensor([[-0.2039]], device='cuda:0'), diff: 0.3153
image name [16228_resized], angle_normal : tensor([[0.1814]], device='cuda:0'), angle_fog : tensor([[-0.1448]], device='cuda:0'), diff: 0.3262
image name [16239_resized], angle_normal : tensor([[0.1807]], device='cuda:0'), angle_fog : tensor([[-0.2156]], device='cuda:0'), diff: 0.3963
image name [1625_resized], angle_normal : tensor([[-0.0407]], device='cuda:0'), angle_fog : tensor([[-0.1216]], device='cuda:0'), diff: 0.0809
image name [16260_resized], angle_normal : tensor([[0.1682]], device='cuda:0'), angle_fog : tensor([[-0.1960]], device='cuda:0'), diff: 0.3643
image name [16271_resized], angle_normal : tensor([[0.1182]], device='cuda:0'), angle_fog : tensor([[-0.1692]], device='cuda:0'), diff: 0.2874
image name [16282_resized], angle_normal : tensor([[0.0477]], device='cuda:0'), angle_fog : tensor([[-0.1957]], device='cuda:0'), diff: 0.2433
image name [16293_resized], angle_normal : tensor([[0.0852]], device='cuda:0'), angle_fog : tensor([[-0.2098]], device='cuda:0'), diff: 0.2950
image name [16303_resized], angle_normal : tensor([[0.0582]], device='cuda:0'), angle_fog : tensor([[-0.2169]], device='cuda:0'), diff: 0.2751
image name [16314_resized], angle_normal : tensor([[0.0390]], device='cuda:0'), angle_fog : tensor([[-0.1661]], device='cuda:0'), diff: 0.2051
image name [16325_resized], angle_normal : tensor([[-0.0234]], device='cuda:0'), angle_fog : tensor([[-0.2570]], device='cuda:0'), diff: 0.2336
image name [16336_resized], angle_normal : tensor([[0.0149]], device='cuda:0'), angle_fog : tensor([[-0.2419]], device='cuda:0'), diff: 0.2568
image name [16347_resized], angle_normal : tensor([[-0.0053]], device='cuda:0'), angle_fog : tensor([[-0.2064]], device='cuda:0'), diff: 0.2011
image name [16358_resized], angle_normal : tensor([[-0.0237]], device='cuda:0'), angle_fog : tensor([[-0.1976]], device='cuda:0'), diff: 0.1739
image name [16369_resized], angle_normal : tensor([[0.0237]], device='cuda:0'), angle_fog : tensor([[-0.2349]], device='cuda:0'), diff: 0.2586
image name [1638_resized], angle_normal : tensor([[-0.0435]], device='cuda:0'), angle_fog : tensor([[-0.2091]], device='cuda:0'), diff: 0.1656
image name [16390_resized], angle_normal : tensor([[-0.0024]], device='cuda:0'), angle_fog : tensor([[-0.1987]], device='cuda:0'), diff: 0.1963
image name [16400_resized], angle_normal : tensor([[0.0025]], device='cuda:0'), angle_fog : tensor([[-0.2255]], device='cuda:0'), diff: 0.2279
image name [16411_resized], angle_normal : tensor([[0.0187]], device='cuda:0'), angle_fog : tensor([[-0.2342]], device='cuda:0'), diff: 0.2528
image name [16422_resized], angle_normal : tensor([[0.0267]], device='cuda:0'), angle_fog : tensor([[-0.2105]], device='cuda:0'), diff: 0.2372
image name [16433_resized], angle_normal : tensor([[-0.0150]], device='cuda:0'), angle_fog : tensor([[-0.2371]], device='cuda:0'), diff: 0.2221
image name [16444_resized], angle_normal : tensor([[-0.0374]], device='cuda:0'), angle_fog : tensor([[-0.2396]], device='cuda:0'), diff: 0.2021
image name [16455_resized], angle_normal : tensor([[-0.0029]], device='cuda:0'), angle_fog : tensor([[-0.1178]], device='cuda:0'), diff: 0.1149
image name [16466_resized], angle_normal : tensor([[-0.0235]], device='cuda:0'), angle_fog : tensor([[0.2840]], device='cuda:0'), diff: 0.3076
image name [16477_resized], angle_normal : tensor([[-0.0980]], device='cuda:0'), angle_fog : tensor([[0.4101]], device='cuda:0'), diff: 0.5081
image name [16488_resized], angle_normal : tensor([[-0.1601]], device='cuda:0'), angle_fog : tensor([[0.4387]], device='cuda:0'), diff: 0.5988
image name [16499_resized], angle_normal : tensor([[-0.1531]], device='cuda:0'), angle_fog : tensor([[0.4582]], device='cuda:0'), diff: 0.6113
image name [16509_resized], angle_normal : tensor([[-0.1816]], device='cuda:0'), angle_fog : tensor([[0.4612]], device='cuda:0'), diff: 0.6428
image name [1652_resized], angle_normal : tensor([[-0.0457]], device='cuda:0'), angle_fog : tensor([[-0.1423]], device='cuda:0'), diff: 0.0966
image name [16530_resized], angle_normal : tensor([[-0.2029]], device='cuda:0'), angle_fog : tensor([[0.4273]], device='cuda:0'), diff: 0.6302
image name [16541_resized], angle_normal : tensor([[-0.1748]], device='cuda:0'), angle_fog : tensor([[0.4670]], device='cuda:0'), diff: 0.6418
image name [16552_resized], angle_normal : tensor([[-0.1942]], device='cuda:0'), angle_fog : tensor([[0.1977]], device='cuda:0'), diff: 0.3919
image name [16563_resized], angle_normal : tensor([[-0.1750]], device='cuda:0'), angle_fog : tensor([[0.4371]], device='cuda:0'), diff: 0.6121
image name [16574_resized], angle_normal : tensor([[-0.1406]], device='cuda:0'), angle_fog : tensor([[0.4989]], device='cuda:0'), diff: 0.6395
image name [16585_resized], angle_normal : tensor([[-0.2238]], device='cuda:0'), angle_fog : tensor([[0.7258]], device='cuda:0'), diff: 0.9496
image name [16596_resized], angle_normal : tensor([[-0.2422]], device='cuda:0'), angle_fog : tensor([[0.6421]], device='cuda:0'), diff: 0.8844
image name [16606_resized], angle_normal : tensor([[-0.2331]], device='cuda:0'), angle_fog : tensor([[0.5904]], device='cuda:0'), diff: 0.8235
image name [16617_resized], angle_normal : tensor([[-0.2148]], device='cuda:0'), angle_fog : tensor([[0.7156]], device='cuda:0'), diff: 0.9304
image name [16628_resized], angle_normal : tensor([[-0.2601]], device='cuda:0'), angle_fog : tensor([[0.5996]], device='cuda:0'), diff: 0.8597
image name [16639_resized], angle_normal : tensor([[-0.2412]], device='cuda:0'), angle_fog : tensor([[0.5492]], device='cuda:0'), diff: 0.7903
image name [1665_resized], angle_normal : tensor([[-0.0403]], device='cuda:0'), angle_fog : tensor([[-0.2379]], device='cuda:0'), diff: 0.1975
image name [16660_resized], angle_normal : tensor([[-0.2412]], device='cuda:0'), angle_fog : tensor([[0.5166]], device='cuda:0'), diff: 0.7578
image name [16671_resized], angle_normal : tensor([[-0.2368]], device='cuda:0'), angle_fog : tensor([[0.2162]], device='cuda:0'), diff: 0.4530
image name [16682_resized], angle_normal : tensor([[-0.2223]], device='cuda:0'), angle_fog : tensor([[0.3071]], device='cuda:0'), diff: 0.5295
image name [16693_resized], angle_normal : tensor([[-0.2363]], device='cuda:0'), angle_fog : tensor([[0.0190]], device='cuda:0'), diff: 0.2552
image name [16703_resized], angle_normal : tensor([[-0.1597]], device='cuda:0'), angle_fog : tensor([[0.2412]], device='cuda:0'), diff: 0.4010
image name [16714_resized], angle_normal : tensor([[-0.1043]], device='cuda:0'), angle_fog : tensor([[-0.1150]], device='cuda:0'), diff: 0.0106
image name [16725_resized], angle_normal : tensor([[-0.0037]], device='cuda:0'), angle_fog : tensor([[-0.0771]], device='cuda:0'), diff: 0.0734
image name [16736_resized], angle_normal : tensor([[0.0107]], device='cuda:0'), angle_fog : tensor([[-0.2839]], device='cuda:0'), diff: 0.2946
image name [16747_resized], angle_normal : tensor([[0.0204]], device='cuda:0'), angle_fog : tensor([[-0.1369]], device='cuda:0'), diff: 0.1573
image name [16758_resized], angle_normal : tensor([[-0.0204]], device='cuda:0'), angle_fog : tensor([[-0.0861]], device='cuda:0'), diff: 0.0657
image name [16769_resized], angle_normal : tensor([[0.0211]], device='cuda:0'), angle_fog : tensor([[-0.2060]], device='cuda:0'), diff: 0.2271
image name [1678_resized], angle_normal : tensor([[-0.0655]], device='cuda:0'), angle_fog : tensor([[-0.1980]], device='cuda:0'), diff: 0.1325
image name [16790_resized], angle_normal : tensor([[0.0169]], device='cuda:0'), angle_fog : tensor([[-0.1198]], device='cuda:0'), diff: 0.1367
image name [16800_resized], angle_normal : tensor([[0.0064]], device='cuda:0'), angle_fog : tensor([[-0.1378]], device='cuda:0'), diff: 0.1442
image name [16811_resized], angle_normal : tensor([[0.0161]], device='cuda:0'), angle_fog : tensor([[-0.2070]], device='cuda:0'), diff: 0.2231
image name [16822_resized], angle_normal : tensor([[0.0139]], device='cuda:0'), angle_fog : tensor([[-0.1727]], device='cuda:0'), diff: 0.1866
image name [16833_resized], angle_normal : tensor([[0.0097]], device='cuda:0'), angle_fog : tensor([[-0.2026]], device='cuda:0'), diff: 0.2124
image name [16844_resized], angle_normal : tensor([[0.0059]], device='cuda:0'), angle_fog : tensor([[-0.0759]], device='cuda:0'), diff: 0.0818
image name [16855_resized], angle_normal : tensor([[0.0193]], device='cuda:0'), angle_fog : tensor([[-0.1560]], device='cuda:0'), diff: 0.1752
image name [16866_resized], angle_normal : tensor([[0.0107]], device='cuda:0'), angle_fog : tensor([[-0.0790]], device='cuda:0'), diff: 0.0897
image name [16877_resized], angle_normal : tensor([[0.0199]], device='cuda:0'), angle_fog : tensor([[-0.0993]], device='cuda:0'), diff: 0.1192
image name [16888_resized], angle_normal : tensor([[0.0109]], device='cuda:0'), angle_fog : tensor([[-0.0969]], device='cuda:0'), diff: 0.1078
image name [16899_resized], angle_normal : tensor([[0.0195]], device='cuda:0'), angle_fog : tensor([[-0.0766]], device='cuda:0'), diff: 0.0961
image name [16909_resized], angle_normal : tensor([[0.0211]], device='cuda:0'), angle_fog : tensor([[-0.1368]], device='cuda:0'), diff: 0.1579
image name [1692_resized], angle_normal : tensor([[-0.0433]], device='cuda:0'), angle_fog : tensor([[-0.4317]], device='cuda:0'), diff: 0.3884
image name [16930_resized], angle_normal : tensor([[0.0136]], device='cuda:0'), angle_fog : tensor([[-0.1422]], device='cuda:0'), diff: 0.1558
image name [16941_resized], angle_normal : tensor([[0.0190]], device='cuda:0'), angle_fog : tensor([[-0.1715]], device='cuda:0'), diff: 0.1905
image name [16952_resized], angle_normal : tensor([[0.0137]], device='cuda:0'), angle_fog : tensor([[-0.1349]], device='cuda:0'), diff: 0.1486
image name [16963_resized], angle_normal : tensor([[0.0026]], device='cuda:0'), angle_fog : tensor([[-0.1598]], device='cuda:0'), diff: 0.1625
image name [16974_resized], angle_normal : tensor([[0.0050]], device='cuda:0'), angle_fog : tensor([[-0.1459]], device='cuda:0'), diff: 0.1509
image name [16985_resized], angle_normal : tensor([[0.0136]], device='cuda:0'), angle_fog : tensor([[-0.1804]], device='cuda:0'), diff: 0.1940
image name [16996_resized], angle_normal : tensor([[0.0119]], device='cuda:0'), angle_fog : tensor([[-0.1760]], device='cuda:0'), diff: 0.1878
image name [17005_resized], angle_normal : tensor([[0.0193]], device='cuda:0'), angle_fog : tensor([[-0.1106]], device='cuda:0'), diff: 0.1298
image name [17016_resized], angle_normal : tensor([[0.0187]], device='cuda:0'), angle_fog : tensor([[-0.1579]], device='cuda:0'), diff: 0.1766
image name [17027_resized], angle_normal : tensor([[0.0179]], device='cuda:0'), angle_fog : tensor([[-0.1587]], device='cuda:0'), diff: 0.1766
image name [17038_resized], angle_normal : tensor([[0.0203]], device='cuda:0'), angle_fog : tensor([[-0.2201]], device='cuda:0'), diff: 0.2404
image name [17049_resized], angle_normal : tensor([[0.0211]], device='cuda:0'), angle_fog : tensor([[-0.1760]], device='cuda:0'), diff: 0.1971
image name [1706_resized], angle_normal : tensor([[0.0040]], device='cuda:0'), angle_fog : tensor([[-0.2266]], device='cuda:0'), diff: 0.2306
image name [17070_resized], angle_normal : tensor([[0.0314]], device='cuda:0'), angle_fog : tensor([[-0.1426]], device='cuda:0'), diff: 0.1739
image name [17081_resized], angle_normal : tensor([[0.0208]], device='cuda:0'), angle_fog : tensor([[-0.1574]], device='cuda:0'), diff: 0.1782
image name [17092_resized], angle_normal : tensor([[0.0191]], device='cuda:0'), angle_fog : tensor([[-0.2134]], device='cuda:0'), diff: 0.2326
image name [17102_resized], angle_normal : tensor([[-0.0015]], device='cuda:0'), angle_fog : tensor([[-0.2851]], device='cuda:0'), diff: 0.2836
image name [17113_resized], angle_normal : tensor([[-0.0531]], device='cuda:0'), angle_fog : tensor([[-0.2639]], device='cuda:0'), diff: 0.2109
image name [17124_resized], angle_normal : tensor([[-0.0661]], device='cuda:0'), angle_fog : tensor([[-0.3973]], device='cuda:0'), diff: 0.3312
image name [17135_resized], angle_normal : tensor([[0.0190]], device='cuda:0'), angle_fog : tensor([[-0.3713]], device='cuda:0'), diff: 0.3903
image name [17146_resized], angle_normal : tensor([[0.0316]], device='cuda:0'), angle_fog : tensor([[-0.3621]], device='cuda:0'), diff: 0.3937
image name [17157_resized], angle_normal : tensor([[0.0522]], device='cuda:0'), angle_fog : tensor([[-0.4213]], device='cuda:0'), diff: 0.4735
image name [17168_resized], angle_normal : tensor([[-0.0278]], device='cuda:0'), angle_fog : tensor([[-0.4734]], device='cuda:0'), diff: 0.4456
image name [17179_resized], angle_normal : tensor([[0.0467]], device='cuda:0'), angle_fog : tensor([[-0.3692]], device='cuda:0'), diff: 0.4159
image name [1719_resized], angle_normal : tensor([[-0.0118]], device='cuda:0'), angle_fog : tensor([[-0.2724]], device='cuda:0'), diff: 0.2606
image name [1720_resized], angle_normal : tensor([[-0.0082]], device='cuda:0'), angle_fog : tensor([[-0.2784]], device='cuda:0'), diff: 0.2702
image name [17210_resized], angle_normal : tensor([[0.1394]], device='cuda:0'), angle_fog : tensor([[-0.2829]], device='cuda:0'), diff: 0.4223
image name [17221_resized], angle_normal : tensor([[0.0219]], device='cuda:0'), angle_fog : tensor([[-0.2402]], device='cuda:0'), diff: 0.2622
image name [17232_resized], angle_normal : tensor([[0.0119]], device='cuda:0'), angle_fog : tensor([[-0.3902]], device='cuda:0'), diff: 0.4021
image name [17243_resized], angle_normal : tensor([[0.0327]], device='cuda:0'), angle_fog : tensor([[-0.4009]], device='cuda:0'), diff: 0.4336
image name [17254_resized], angle_normal : tensor([[0.0400]], device='cuda:0'), angle_fog : tensor([[-0.3484]], device='cuda:0'), diff: 0.3884
image name [17265_resized], angle_normal : tensor([[0.0384]], device='cuda:0'), angle_fog : tensor([[-0.2991]], device='cuda:0'), diff: 0.3375
image name [17276_resized], angle_normal : tensor([[0.0292]], device='cuda:0'), angle_fog : tensor([[-0.4020]], device='cuda:0'), diff: 0.4311
image name [17287_resized], angle_normal : tensor([[0.0253]], device='cuda:0'), angle_fog : tensor([[-0.2178]], device='cuda:0'), diff: 0.2432
image name [17298_resized], angle_normal : tensor([[0.0422]], device='cuda:0'), angle_fog : tensor([[-0.2536]], device='cuda:0'), diff: 0.2958
